# URI 2026 Linear Actuator Experiment
# Mode: Tracking
# Controller: SlidingMode
# Sine: 1.0 in amplitude, 40.0s period
# Ts: 0.001s  Duration: 20.0s
# t	e	x	xd	u	dt
0.4490	-126.9854	163.0000	289.9854	0.5840	0.001000
0.4500	-127.6302	163.0000	290.6302	0.5897	0.001000
0.4510	-127.2750	164.0000	291.2750	0.5849	0.001000
0.4520	-126.9197	165.0000	291.9197	0.5799	0.001000
0.4530	-127.5644	165.0000	292.5644	0.5749	0.001000
0.4540	-128.2092	165.0000	293.2092	0.5808	0.001000
0.4550	-127.8540	166.0000	293.8540	0.5758	0.001000
0.4560	-128.4986	166.0000	294.4986	0.5816	0.001000
0.4570	-128.1434	167.0000	295.1434	0.5766	0.001000
0.4580	-128.7881	167.0000	295.7881	0.5824	0.001000
0.4590	-128.4328	168.0000	296.4328	0.5774	0.001000
0.4600	-128.0775	169.0000	297.0775	0.5722	0.001000
0.4610	-128.7222	169.0000	297.7222	0.5670	0.001000
0.4620	-129.3669	169.0000	298.3669	0.5730	0.001000
0.4630	-129.0116	170.0000	299.0116	0.5678	0.001000
0.4640	-129.6562	170.0000	299.6562	0.5737	0.001000
0.4650	-129.3009	171.0000	300.3009	0.5686	0.001000
0.4660	-129.9456	171.0000	300.9456	0.5745	0.001000
0.4670	-129.5902	172.0000	301.5902	0.5693	0.001000
0.4680	-130.2349	172.0000	302.2349	0.5752	0.001000
0.4690	-129.8795	173.0000	302.8795	0.5701	0.001000
0.4700	-130.5241	173.0000	303.5241	0.5759	0.001000
0.4710	-130.1688	174.0000	304.1688	0.5708	0.001000
0.4720	-130.8133	174.0000	304.8133	0.5766	0.001000
0.4730	-130.4579	175.0000	305.4579	0.5715	0.001000
0.4740	-131.1025	175.0000	306.1025	0.5773	0.001000
0.4750	-130.7471	176.0000	306.7471	0.5722	0.001000
0.4760	-131.3917	176.0000	307.3917	0.5780	0.001000
0.4770	-131.0362	177.0000	308.0362	0.5729	0.001000
0.4780	-131.6808	177.0000	308.6808	0.5787	0.001000
0.4790	-131.3254	178.0000	309.3254	0.5736	0.001000
0.4800	-131.9700	178.0000	309.9700	0.5794	0.001000
0.4810	-131.6145	179.0000	310.6145	0.5743	0.001000
0.4820	-132.2590	179.0000	311.2590	0.5801	0.001000
0.4830	-131.9035	180.0000	311.9035	0.5750	0.001000
0.4840	-132.5481	180.0000	312.5481	0.5808	0.001000
0.4850	-132.1925	181.0000	313.1925	0.5757	0.001000
0.4860	-132.8371	181.0000	313.8371	0.5815	0.001000
0.4870	-132.4816	182.0000	314.4816	0.5764	0.001000
0.4880	-133.1260	182.0000	315.1260	0.5821	0.001000
0.4890	-133.7705	182.0000	315.7705	0.5879	0.001000
0.4900	-133.4150	183.0000	316.4150	0.5934	0.001000
0.4910	-133.0595	184.0000	317.0595	0.5885	0.001000
0.4920	-133.7039	184.0000	317.7039	0.5940	0.001000
0.4930	-133.3484	185.0000	318.3484	0.5892	0.001000
0.4940	-133.9929	185.0000	318.9929	0.5947	0.001000
0.4950	-133.6372	186.0000	319.6372	0.5898	0.001000
0.4960	-134.2817	186.0000	320.2817	0.5953	0.001000
0.4970	-134.9261	186.0000	320.9261	0.6009	0.001000
0.4980	-134.5705	187.0000	321.5705	0.5963	0.001000
0.4990	-134.2150	188.0000	322.2150	0.5914	0.001000
0.5000	-134.8593	188.0000	322.8593	0.5867	0.001000
0.5010	-134.5037	189.0000	323.5037	0.5816	0.001000
0.5020	-135.1481	189.0000	324.1481	0.5872	0.001000
0.5030	-135.7924	189.0000	324.7924	0.5929	0.001000
0.5040	-135.4368	190.0000	325.4368	0.5881	0.001000
0.5050	-136.0811	190.0000	326.0811	0.5937	0.001000
0.5060	-135.7255	191.0000	326.7255	0.5889	0.001000
0.5070	-136.3699	191.0000	327.3699	0.5945	0.001000
0.5080	-136.0142	192.0000	328.0142	0.5897	0.001000
0.5090	-135.6585	193.0000	328.6585	0.5847	0.001000
0.5100	-136.3028	193.0000	329.3028	0.5798	0.001000
0.5110	-136.9471	193.0000	329.9471	0.5855	0.001000
0.5120	-136.5914	194.0000	330.5914	0.5805	0.001000
0.5130	-137.2357	194.0000	331.2357	0.5862	0.001000
0.5140	-136.8800	195.0000	331.8800	0.5813	0.001000
0.5150	-137.5243	195.0000	332.5243	0.5869	0.001000
0.5160	-137.1685	196.0000	333.1685	0.5820	0.001000
0.5170	-136.8127	197.0000	333.8127	0.5768	0.001000
0.5180	-137.4570	197.0000	334.4570	0.5824	0.001000
0.5190	-138.1013	197.0000	335.1013	0.5880	0.001000
0.5200	-137.7455	198.0000	335.7455	0.5832	0.001000
0.5210	-138.3897	198.0000	336.3897	0.5888	0.001000
0.5220	-138.0339	199.0000	337.0339	0.5839	0.001000
0.5230	-138.6782	199.0000	337.6782	0.5896	0.001000
0.5240	-138.3224	200.0000	338.3224	0.5847	0.001000
0.5250	-137.9665	201.0000	338.9665	0.5795	0.001000
0.5260	-138.6107	201.0000	339.6107	0.5850	0.001000
0.5270	-139.2549	201.0000	340.2549	0.5907	0.001000
0.5280	-138.8990	202.0000	340.8990	0.5859	0.001000
0.5290	-139.5432	202.0000	341.5432	0.5915	0.001000
0.5300	-139.1874	203.0000	342.1874	0.5866	0.001000
0.5310	-139.8315	203.0000	342.8315	0.5922	0.001000
0.5320	-139.4756	204.0000	343.4756	0.5873	0.001000
0.5330	-139.1198	205.0000	344.1198	0.5822	0.001000
0.5340	-139.7639	205.0000	344.7639	0.5877	0.001000
0.5350	-140.4080	205.0000	345.4080	0.5933	0.001000
0.5360	-140.0521	206.0000	346.0521	0.5885	0.001000
0.5370	-140.6961	206.0000	346.6961	0.5941	0.001000
0.5380	-140.3402	207.0000	347.3402	0.5893	0.001000
0.5390	-140.9843	207.0000	347.9843	0.5948	0.001000
0.5400	-140.6284	208.0000	348.6284	0.5900	0.001000
0.5410	-140.2725	209.0000	349.2725	0.5849	0.001000
0.5420	-140.9165	209.0000	349.9165	0.5904	0.001000
0.5430	-141.5605	209.0000	350.5605	0.5959	0.001000
0.5440	-141.2045	210.0000	351.2045	0.5912	0.001000
0.5450	-141.8486	210.0000	351.8486	0.5967	0.001000
0.5460	-141.4926	211.0000	352.4926	0.5919	0.001000
0.5470	-142.1366	211.0000	353.1366	0.5974	0.001000
0.5480	-141.7806	212.0000	353.7806	0.5926	0.001000
0.5490	-141.4245	213.0000	354.4245	0.5876	0.001000
0.5500	-142.0686	213.0000	355.0686	0.5930	0.001000
0.5510	-142.7125	213.0000	355.7125	0.5985	0.001000
0.5520	-142.3565	214.0000	356.3565	0.5938	0.001000
0.5530	-143.0004	214.0000	357.0004	0.5993	0.001000
0.5540	-142.6444	215.0000	357.6444	0.5945	0.001000
0.5550	-143.2883	215.0000	358.2883	0.6000	0.001000
0.5560	-142.9322	216.0000	358.9322	0.5952	0.001000
0.5570	-142.5761	217.0000	359.5761	0.5903	0.001000
0.5580	-143.2201	217.0000	360.2201	0.5956	0.001000
0.5590	-143.8639	217.0000	360.8639	0.6011	0.001000
0.5600	-143.5078	218.0000	361.5078	0.5964	0.001000
0.5610	-144.1517	218.0000	362.1517	0.6018	0.001000
0.5620	-143.7955	219.0000	362.7955	0.5971	0.001000
0.5630	-143.4394	220.0000	363.4394	0.5922	0.001000
0.5640	-144.0833	220.0000	364.0833	0.5975	0.001000
0.5650	-143.7271	221.0000	364.7271	0.5926	0.001000
0.5660	-144.3710	221.0000	365.3710	0.5980	0.001000
0.5670	-144.0148	222.0000	366.0148	0.5931	0.001000
0.5680	-144.6586	222.0000	366.6586	0.5985	0.001000
0.5690	-145.3024	222.0000	367.3024	0.6040	0.001000
0.5700	-144.9462	223.0000	367.9462	0.6092	0.001000
0.5710	-144.5900	224.0000	368.5900	0.6045	0.001000
0.5720	-145.2338	224.0000	369.2338	0.6097	0.001000
0.5730	-144.8776	225.0000	369.8776	0.6050	0.001000
0.5740	-145.5212	225.0000	370.5212	0.6103	0.001000
0.5750	-145.1650	226.0000	371.1650	0.6056	0.001000
0.5760	-145.8088	226.0000	371.8088	0.6108	0.001000
0.5770	-146.4525	226.0000	372.4525	0.6161	0.001000
0.5780	-146.0963	227.0000	373.0963	0.6117	0.001000
0.5790	-145.7399	228.0000	373.7399	0.6071	0.001000
0.5800	-146.3836	228.0000	374.3836	0.6122	0.001000
0.5810	-146.0273	229.0000	375.0273	0.6076	0.001000
0.5820	-146.6710	229.0000	375.6710	0.6128	0.001000
0.5830	-146.3147	230.0000	376.3147	0.6081	0.001000
0.5840	-146.9584	230.0000	376.9584	0.6133	0.001000
0.5850	-146.6020	231.0000	377.6020	0.6087	0.001000
0.5860	-147.2457	231.0000	378.2457	0.6139	0.001000
0.5870	-146.8894	232.0000	378.8894	0.6093	0.001000
0.5880	-147.5329	232.0000	379.5329	0.6145	0.001000
0.5890	-147.1766	233.0000	380.1766	0.6099	0.001000
0.5900	-147.8202	233.0000	380.8202	0.6151	0.001000
0.5910	-147.4638	234.0000	381.4638	0.6105	0.001000
0.5920	-148.1074	234.0000	382.1074	0.6156	0.001000
0.5930	-147.7510	235.0000	382.7510	0.6111	0.001000
0.5940	-148.3946	235.0000	383.3946	0.6162	0.001000
0.5950	-148.0381	236.0000	384.0381	0.6117	0.001000
0.5960	-148.6817	236.0000	384.6817	0.6168	0.001000
0.5970	-148.3252	237.0000	385.3252	0.6123	0.001000
0.5980	-148.9688	237.0000	385.9688	0.6174	0.001000
0.5990	-148.6123	238.0000	386.6123	0.6129	0.001000
0.6000	-149.2558	238.0000	387.2558	0.6180	0.001000
0.6010	-148.8994	239.0000	387.8994	0.6135	0.001000
0.6020	-149.5429	239.0000	388.5429	0.6186	0.001000
0.6030	-149.1864	240.0000	389.1864	0.6141	0.001000
0.6040	-148.8298	241.0000	389.8298	0.6094	0.001000
0.6050	-149.4733	241.0000	390.4733	0.6048	0.001000
0.6060	-149.1168	242.0000	391.1168	0.6000	0.001000
0.6070	-149.7602	242.0000	391.7602	0.6052	0.001000
0.6080	-150.4037	242.0000	392.4037	0.6105	0.001000
0.6090	-150.0471	243.0000	393.0471	0.6059	0.001000
0.6100	-149.6905	244.0000	393.6905	0.6011	0.001000
0.6110	-150.3340	244.0000	394.3340	0.6063	0.001000
0.6120	-149.9773	245.0000	394.9773	0.6016	0.001000
0.6130	-150.6207	245.0000	395.6207	0.6068	0.001000
0.6140	-150.2641	246.0000	396.2641	0.6020	0.001000
0.6150	-150.9074	246.0000	396.9074	0.6073	0.001000
0.6160	-150.5509	247.0000	397.5509	0.6026	0.001000
0.6170	-151.1942	247.0000	398.1942	0.6078	0.001000
0.6180	-150.8375	248.0000	398.8375	0.6031	0.001000
0.6190	-151.4809	248.0000	399.4809	0.6084	0.001000
0.6200	-151.1242	249.0000	400.1242	0.6037	0.001000
0.6210	-151.7675	249.0000	400.7675	0.6089	0.001000
0.6220	-151.4108	250.0000	401.4108	0.6043	0.001000
0.6230	-152.0541	250.0000	402.0541	0.6095	0.001000
0.6240	-151.6974	251.0000	402.6974	0.6049	0.001000
0.6250	-152.3407	251.0000	403.3407	0.6101	0.001000
0.6260	-151.9839	252.0000	403.9839	0.6055	0.001000
0.6270	-151.6272	253.0000	404.6272	0.6006	0.001000
0.6280	-152.2704	253.0000	405.2704	0.6058	0.001000
0.6290	-151.9136	254.0000	405.9136	0.6010	0.001000
0.6300	-152.5569	254.0000	406.5569	0.6062	0.001000
0.6310	-152.2001	255.0000	407.2001	0.6014	0.001000
0.6320	-152.8433	255.0000	407.8433	0.6067	0.001000
0.6330	-152.4865	256.0000	408.4865	0.6019	0.001000
0.6340	-153.1297	256.0000	409.1297	0.6072	0.001000
0.6350	-152.7729	257.0000	409.7729	0.6024	0.001000
0.6360	-153.4160	257.0000	410.4160	0.6077	0.001000
0.6370	-153.0592	258.0000	411.0592	0.6030	0.001000
0.6380	-153.7023	258.0000	411.7023	0.6083	0.001000
0.6390	-153.3455	259.0000	412.3455	0.6036	0.001000
0.6400	-153.9886	259.0000	412.9886	0.6088	0.001000
0.6410	-153.6317	260.0000	413.6317	0.6042	0.001000
0.6420	-154.2748	260.0000	414.2748	0.6094	0.001000
0.6430	-153.9179	261.0000	414.9179	0.6048	0.001000
0.6440	-154.5610	261.0000	415.5610	0.6100	0.001000
0.6450	-154.2040	262.0000	416.2040	0.6054	0.001000
0.6460	-154.8472	262.0000	416.8472	0.6106	0.001000
0.6470	-154.4902	263.0000	417.4902	0.6060	0.001000
0.6480	-155.1333	263.0000	418.1333	0.6112	0.001000
0.6490	-154.7763	264.0000	418.7763	0.6066	0.001000
0.6500	-154.4192	265.0000	419.4192	0.6018	0.001000
0.6510	-155.0622	265.0000	420.0622	0.6070	0.001000
0.6520	-154.7053	266.0000	420.7053	0.6021	0.001000
0.6530	-155.3483	266.0000	421.3483	0.6073	0.001000
0.6540	-155.9913	266.0000	421.9913	0.6126	0.001000
0.6550	-155.6342	267.0000	422.6342	0.6176	0.001000
0.6560	-155.2772	268.0000	423.2772	0.6130	0.001000
0.6570	-155.9201	268.0000	423.9201	0.6181	0.001000
0.6580	-155.5631	269.0000	424.5631	0.6135	0.001000
0.6590	-156.2060	269.0000	425.2060	0.6186	0.001000
0.6600	-155.8489	270.0000	425.8489	0.6140	0.001000
0.6610	-156.4918	270.0000	426.4918	0.6191	0.001000
0.6620	-156.1347	271.0000	427.1347	0.6146	0.001000
0.6630	-156.7776	271.0000	427.7776	0.6196	0.001000
0.6640	-156.4205	272.0000	428.4205	0.6151	0.001000
0.6650	-157.0633	272.0000	429.0633	0.6202	0.001000
0.6660	-156.7062	273.0000	429.7062	0.6157	0.001000
0.6670	-157.3491	273.0000	430.3491	0.6208	0.001000
0.6680	-156.9919	274.0000	430.9919	0.6163	0.001000
0.6690	-157.6347	274.0000	431.6347	0.6213	0.001000
0.6700	-157.2775	275.0000	432.2775	0.6169	0.001000
0.6710	-157.9203	275.0000	432.9203	0.6219	0.001000
0.6720	-157.5631	276.0000	433.5631	0.6175	0.001000
0.6730	-157.2059	277.0000	434.2059	0.6128	0.001000
0.6740	-157.8486	277.0000	434.8486	0.6178	0.001000
0.6750	-157.4914	278.0000	435.4914	0.6131	0.001000
0.6760	-158.1342	278.0000	436.1342	0.6182	0.001000
0.6770	-157.7769	279.0000	436.7769	0.6136	0.001000
0.6780	-158.4196	279.0000	437.4196	0.6186	0.001000
0.6790	-158.0623	280.0000	438.0623	0.6140	0.001000
0.6800	-158.7050	280.0000	438.7050	0.6191	0.001000
0.6810	-158.3477	281.0000	439.3477	0.6145	0.001000
0.6820	-158.9904	281.0000	439.9904	0.6196	0.001000
0.6830	-158.6330	282.0000	440.6330	0.6151	0.001000
0.6840	-159.2758	282.0000	441.2758	0.6201	0.001000
0.6850	-158.9184	283.0000	441.9184	0.6156	0.001000
0.6860	-159.5610	283.0000	442.5610	0.6207	0.001000
0.6870	-159.2037	284.0000	443.2037	0.6162	0.001000
0.6880	-158.8463	285.0000	443.8463	0.6115	0.001000
0.6890	-159.4889	285.0000	444.4889	0.6165	0.001000
0.6900	-159.1315	286.0000	445.1315	0.6118	0.001000
0.6910	-159.7741	286.0000	445.7741	0.6169	0.001000
0.6920	-159.4167	287.0000	446.4167	0.6122	0.001000
0.6930	-160.0592	287.0000	447.0592	0.6173	0.001000
0.6940	-159.7017	288.0000	447.7017	0.6127	0.001000
0.6950	-160.3443	288.0000	448.3443	0.6178	0.001000
0.6960	-159.9868	289.0000	448.9868	0.6132	0.001000
0.6970	-160.6293	289.0000	449.6293	0.6183	0.001000
0.6980	-160.2719	290.0000	450.2719	0.6137	0.001000
0.6990	-160.9143	290.0000	450.9143	0.6188	0.001000
0.7000	-160.5569	291.0000	451.5569	0.6143	0.001000
0.7010	-161.1993	291.0000	452.1993	0.6194	0.001000
0.7020	-160.8418	292.0000	452.8418	0.6149	0.001000
0.7030	-160.4842	293.0000	453.4842	0.6102	0.001000
0.7040	-161.1267	293.0000	454.1267	0.6152	0.001000
0.7050	-160.7691	294.0000	454.7691	0.6105	0.001000
0.7060	-161.4115	294.0000	455.4115	0.6155	0.001000
0.7070	-162.0539	294.0000	456.0539	0.6206	0.001000
0.7080	-161.6963	295.0000	456.6963	0.6255	0.001000
0.7090	-161.3387	296.0000	457.3387	0.6210	0.001000
0.7100	-161.9811	296.0000	457.9811	0.6259	0.001000
0.7110	-161.6234	297.0000	458.6234	0.6215	0.001000
0.7120	-162.2658	297.0000	459.2658	0.6264	0.001000
0.7130	-161.9081	298.0000	459.9081	0.6220	0.001000
0.7140	-162.5505	298.0000	460.5505	0.6269	0.001000
0.7150	-162.1928	299.0000	461.1928	0.6225	0.001000
0.7160	-162.8350	299.0000	461.8350	0.6274	0.001000
0.7170	-162.4773	300.0000	462.4773	0.6231	0.001000
0.7180	-162.1197	301.0000	463.1197	0.6185	0.001000
0.7190	-162.7619	301.0000	463.7619	0.6233	0.001000
0.7200	-163.4042	301.0000	464.4042	0.6283	0.001000
0.7210	-163.0464	302.0000	465.0464	0.6330	0.001000
0.7220	-163.6886	302.0000	465.6886	0.6378	0.001000
0.7230	-163.3308	303.0000	466.3308	0.6337	0.001000
0.7240	-162.9731	304.0000	466.9731	0.6293	0.001000
0.7250	-163.6153	304.0000	467.6153	0.6340	0.001000
0.7260	-163.2575	305.0000	468.2575	0.6297	0.001000
0.7270	-163.8996	305.0000	468.8996	0.6344	0.001000
0.7280	-163.5418	306.0000	469.5418	0.6301	0.001000
0.7290	-164.1839	306.0000	470.1839	0.6349	0.001000
0.7300	-163.8261	307.0000	470.8261	0.6306	0.001000
0.7310	-164.4683	307.0000	471.4683	0.6353	0.001000
0.7320	-164.1104	308.0000	472.1104	0.6311	0.001000
0.7330	-163.7525	309.0000	472.7525	0.6266	0.001000
0.7340	-164.3946	309.0000	473.3946	0.6313	0.001000
0.7350	-164.0367	310.0000	474.0367	0.6269	0.001000
0.7360	-164.6787	310.0000	474.6787	0.6316	0.001000
0.7370	-165.3208	310.0000	475.3208	0.6365	0.001000
0.7380	-164.9629	311.0000	475.9629	0.6411	0.001000
0.7390	-164.6049	312.0000	476.6049	0.6368	0.001000
0.7400	-165.2469	312.0000	477.2469	0.6415	0.001000
0.7410	-164.8889	313.0000	477.8889	0.6373	0.001000
0.7420	-165.5309	313.0000	478.5309	0.6419	0.001000
0.7430	-165.1730	314.0000	479.1730	0.6377	0.001000
0.7440	-165.8149	314.0000	479.8149	0.6424	0.001000
0.7450	-165.4568	315.0000	480.4568	0.6382	0.001000
0.7460	-166.0988	315.0000	481.0988	0.6429	0.001000
0.7470	-165.7408	316.0000	481.7408	0.6387	0.001000
0.7480	-165.3827	317.0000	482.3827	0.6344	0.001000
0.7490	-166.0246	317.0000	483.0246	0.6302	0.001000
0.7500	-165.6665	318.0000	483.6665	0.6257	0.001000
0.7510	-166.3084	318.0000	484.3084	0.6305	0.001000
0.7520	-165.9503	319.0000	484.9503	0.6260	0.001000
0.7530	-166.5922	319.0000	485.5922	0.6308	0.001000
0.7540	-166.2341	320.0000	486.2341	0.6264	0.001000
0.7550	-166.8759	320.0000	486.8759	0.6313	0.001000
0.7560	-166.5177	321.0000	487.5177	0.6269	0.001000
0.7570	-167.1595	321.0000	488.1595	0.6317	0.001000
0.7580	-166.8013	322.0000	488.8013	0.6274	0.001000
0.7590	-167.4432	322.0000	489.4432	0.6322	0.001000
0.7600	-167.0849	323.0000	490.0849	0.6279	0.001000
0.7610	-166.7267	324.0000	490.7267	0.6234	0.001000
0.7620	-167.3685	324.0000	491.3685	0.6282	0.001000
0.7630	-167.0103	325.0000	492.0103	0.6237	0.001000
0.7640	-167.6520	325.0000	492.6520	0.6285	0.001000
0.7650	-167.2937	326.0000	493.2937	0.6240	0.001000
0.7660	-167.9354	326.0000	493.9354	0.6289	0.001000
0.7670	-167.5771	327.0000	494.5771	0.6245	0.001000
0.7680	-168.2188	327.0000	495.2188	0.6293	0.001000
0.7690	-167.8605	328.0000	495.8605	0.6250	0.001000
0.7700	-167.5022	329.0000	496.5022	0.6204	0.001000
0.7710	-168.1438	329.0000	497.1438	0.6252	0.001000
0.7720	-167.7854	330.0000	497.7854	0.6206	0.001000
0.7730	-168.4271	330.0000	498.4271	0.6255	0.001000
0.7740	-168.0687	331.0000	499.0687	0.6210	0.001000
0.7750	-168.7103	331.0000	499.7103	0.6259	0.001000
0.7760	-168.3519	332.0000	500.3519	0.6214	0.001000
0.7770	-168.9935	332.0000	500.9935	0.6263	0.001000
0.7780	-168.6350	333.0000	501.6350	0.6309	0.001000
0.7790	-169.2766	333.0000	502.2766	0.6357	0.001000
0.7800	-168.9181	334.0000	502.9181	0.6402	0.001000
0.7810	-169.5597	334.0000	503.5597	0.6449	0.001000
0.7820	-169.2012	335.0000	504.2012	0.6408	0.001000
0.7830	-168.8427	336.0000	504.8427	0.6365	0.001000
0.7840	-169.4842	336.0000	505.4842	0.6411	0.001000
0.7850	-169.1257	337.0000	506.1257	0.6369	0.001000
0.7860	-169.7672	337.0000	506.7672	0.6415	0.001000
0.7870	-169.4086	338.0000	507.4086	0.6373	0.001000
0.7880	-170.0500	338.0000	508.0500	0.6419	0.001000
0.7890	-169.6915	339.0000	508.6915	0.6377	0.001000
0.7900	-170.3329	339.0000	509.3329	0.6424	0.001000
0.7910	-169.9743	340.0000	509.9743	0.6382	0.001000
0.7920	-169.6157	341.0000	510.6157	0.6339	0.001000
0.7930	-170.2571	341.0000	511.2571	0.6384	0.001000
0.7940	-169.8985	342.0000	511.8985	0.6341	0.001000
0.7950	-170.5398	342.0000	512.5398	0.6388	0.001000
0.7960	-170.1811	343.0000	513.1811	0.6345	0.001000
0.7970	-170.8225	343.0000	513.8225	0.6391	0.001000
0.7980	-170.4638	344.0000	514.4638	0.6349	0.001000
0.7990	-171.1051	344.0000	515.1051	0.6396	0.001000
0.8000	-170.7464	345.0000	515.7464	0.6353	0.001000
0.8010	-171.3877	345.0000	516.3877	0.6400	0.001000
0.8020	-171.0289	346.0000	517.0289	0.6358	0.001000
0.8030	-171.6702	346.0000	517.6702	0.6405	0.001000
0.8040	-171.3114	347.0000	518.3114	0.6363	0.001000
0.8050	-170.9527	348.0000	518.9527	0.6319	0.001000
0.8060	-171.5939	348.0000	519.5939	0.6366	0.001000
0.8070	-171.2351	349.0000	520.2351	0.6322	0.001000
0.8080	-171.8763	349.0000	520.8763	0.6369	0.001000
0.8090	-171.5175	350.0000	521.5175	0.6326	0.001000
0.8100	-172.1586	350.0000	522.1586	0.6373	0.001000
0.8110	-171.7998	351.0000	522.7998	0.6330	0.001000
0.8120	-172.4409	351.0000	523.4409	0.6377	0.001000
0.8130	-172.0820	352.0000	524.0820	0.6335	0.001000
0.8140	-171.7231	353.0000	524.7231	0.6290	0.001000
0.8150	-172.3642	353.0000	525.3642	0.6337	0.001000
0.8160	-172.0054	354.0000	526.0054	0.6293	0.001000
0.8170	-172.6464	354.0000	526.6464	0.6340	0.001000
0.8180	-172.2875	355.0000	527.2875	0.6296	0.001000
0.8190	-172.9285	355.0000	527.9285	0.6344	0.001000
0.8200	-172.5695	356.0000	528.5695	0.6301	0.001000
0.8210	-172.2106	357.0000	529.2106	0.6255	0.001000
0.8220	-172.8515	357.0000	529.8515	0.6302	0.001000
0.8230	-172.4926	358.0000	530.4926	0.6257	0.001000
0.8240	-173.1336	358.0000	531.1336	0.6305	0.001000
0.8250	-172.7745	359.0000	531.7745	0.6261	0.001000
0.8260	-173.4154	359.0000	532.4154	0.6309	0.001000
0.8270	-173.0564	360.0000	533.0564	0.6265	0.001000
0.8280	-173.6973	360.0000	533.6973	0.6313	0.001000
0.8290	-173.3382	361.0000	534.3382	0.6359	0.001000
0.8300	-173.9791	361.0000	534.9791	0.6405	0.001000
0.8310	-173.6201	362.0000	535.6201	0.6450	0.001000
0.8320	-174.2609	362.0000	536.2609	0.6495	0.001000
0.8330	-173.9018	363.0000	536.9018	0.6456	0.001000
0.8340	-173.5427	364.0000	537.5427	0.6413	0.001000
0.8350	-174.1835	364.0000	538.1835	0.6458	0.001000
0.8360	-173.8243	365.0000	538.8243	0.6417	0.001000
0.8370	-174.4651	365.0000	539.4651	0.6462	0.001000
0.8380	-174.1059	366.0000	540.1059	0.6420	0.001000
0.8390	-174.7467	366.0000	540.7467	0.6466	0.001000
0.8400	-174.3874	367.0000	541.3874	0.6425	0.001000
0.8410	-175.0283	367.0000	542.0283	0.6470	0.001000
0.8420	-174.6690	368.0000	542.6690	0.6429	0.001000
0.8430	-174.3097	369.0000	543.3097	0.6386	0.001000
0.8440	-174.9504	369.0000	543.9504	0.6431	0.001000
0.8450	-174.5911	370.0000	544.5911	0.6389	0.001000
0.8460	-175.2318	370.0000	545.2318	0.6435	0.001000
0.8470	-174.8725	371.0000	545.8725	0.6392	0.001000
0.8480	-175.5132	371.0000	546.5132	0.6438	0.001000
0.8490	-175.1538	372.0000	547.1538	0.6396	0.001000
0.8500	-174.7944	373.0000	547.7944	0.6353	0.001000
0.8510	-175.4351	373.0000	548.4351	0.6398	0.001000
0.8520	-175.0757	374.0000	549.0757	0.6355	0.001000
0.8530	-175.7162	374.0000	549.7162	0.6401	0.001000
0.8540	-175.3568	375.0000	550.3568	0.6358	0.001000
0.8550	-175.9974	375.0000	550.9974	0.6404	0.001000
0.8560	-175.6380	376.0000	551.6380	0.6362	0.001000
0.8570	-176.2785	376.0000	552.2785	0.6408	0.001000
0.8580	-175.9190	377.0000	552.9190	0.6367	0.001000
0.8590	-176.5595	377.0000	553.5595	0.6413	0.001000
0.8600	-176.2001	378.0000	554.2001	0.6457	0.001000
0.8610	-176.8406	378.0000	554.8406	0.6502	0.001000
0.8620	-176.4810	379.0000	555.4810	0.6545	0.001000
0.8630	-176.1215	380.0000	556.1215	0.6504	0.001000
0.8640	-176.7619	380.0000	556.7619	0.6548	0.001000
0.8650	-176.4023	381.0000	557.4023	0.6508	0.001000
0.8660	-177.0427	381.0000	558.0427	0.6551	0.001000
0.8670	-176.6832	382.0000	558.6832	0.6512	0.001000
0.8680	-177.3236	382.0000	559.3236	0.6555	0.001000
0.8690	-176.9639	383.0000	559.9639	0.6516	0.001000
0.8700	-176.6043	384.0000	560.6043	0.6474	0.001000
0.8710	-177.2446	384.0000	561.2446	0.6518	0.001000
0.8720	-176.8850	385.0000	561.8850	0.6477	0.001000
0.8730	-177.5253	385.0000	562.5253	0.6521	0.001000
0.8740	-177.1657	386.0000	563.1657	0.6480	0.001000
0.8750	-177.8059	386.0000	563.8059	0.6524	0.001000
0.8760	-177.4462	387.0000	564.4462	0.6484	0.001000
0.8770	-178.0865	387.0000	565.0865	0.6528	0.001000
0.8780	-177.7267	388.0000	565.7267	0.6488	0.001000
0.8790	-177.3669	389.0000	566.3669	0.6446	0.001000
0.8800	-178.0071	389.0000	567.0071	0.6490	0.001000
0.8810	-177.6474	390.0000	567.6474	0.6448	0.001000
0.8820	-178.2876	390.0000	568.2876	0.6493	0.001000
0.8830	-177.9277	391.0000	568.9277	0.6451	0.001000
0.8840	-178.5680	391.0000	569.5680	0.6496	0.001000
0.8850	-178.2081	392.0000	570.2081	0.6455	0.001000
0.8860	-177.8482	393.0000	570.8482	0.6413	0.001000
0.8870	-178.4883	393.0000	571.4883	0.6457	0.001000
0.8880	-178.1285	394.0000	572.1285	0.6415	0.001000
0.8890	-178.7686	394.0000	572.7686	0.6460	0.001000
0.8900	-178.4087	395.0000	573.4087	0.6418	0.001000
0.8910	-179.0487	395.0000	574.0487	0.6463	0.001000
0.8920	-178.6888	396.0000	574.6888	0.6421	0.001000
0.8930	-178.3288	397.0000	575.3288	0.6378	0.001000
0.8940	-178.9688	397.0000	575.9688	0.6423	0.001000
0.8950	-178.6088	398.0000	576.6088	0.6380	0.001000
0.8960	-179.2488	398.0000	577.2488	0.6426	0.001000
